Lambda,Wave_number,eV,Epsilon,Error_Epsilon,Observation,Number_id,Author,Reference_number,Year_publication,Comments
370.0,NULL,NULL,152.00,NULL,NULL,146,GALAL-GORCHEV,1019,1965,"in 0.1 M HClO4, from the graph"
370.0,NULL,NULL,145.00,NULL,NULL,146,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
370.0,NULL,NULL,139.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
370.0,NULL,NULL,99.00,NULL,NULL,660,BELLUCCI,2130,1989,"by deconvolution"
370.0,NULL,NULL,96.00,NULL,NULL,180,GALAL-GORCHEV,1019,1965,"in KOH 0.1 M, from the chart"
370.0,NULL,NULL,94.90,NULL,NULL,180,LEE,710,1971,NULL
370.0,NULL,NULL,68.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
370.0,NULL,NULL,60.00,NULL,max.,47,CHIA,826,1958,"esteem. from fig.orig.p/PALMER,9(1986)"
370.0,NULL,NULL,60.00,NULL,max.,47,WREN,683,1986,NULL
370.0,NULL,NULL,60.00,NULL,max.,47,PAQUETTE,684,1985,NULL
370.0,0,0.0,50.00,NULL,"max. band II",241,DAMSCHEN,6632,1983,"cites but does not give the reference"
370.0,NULL,NULL,46.00,NULL,NULL,105,RAPHAEL,2184,1988,"in 2M HClO4"
370.0,NULL,NULL,31.70,NULL,NULL,11,PALMER,149,1984,NULL
370.0,NULL,NULL,30.80,NULL,NULL,195,LEE,710,1971,NULL
370.0,NULL,NULL,18.00,NULL,NULL,102,RAPHAEL,2184,1988,"in 2M HClO4"
370.0,NULL,NULL,12.00,NULL,NULL,165,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
370.0,NULL,NULL,10.00,NULL,NULL,165,GALAL-GORCHEV,1019,1965,"in HClO4 1E-4 M, from graph"
370.0,NULL,NULL,9.00,NULL,NULL,165,RAPHAEL,2184,1988,"in 2M HClO4"
370.0,NULL,NULL,0.00,NULL,NULL,33,PALMER,149,1984,NULL
370.0,0,NULL,NULL,NULL,"isosb. I2/I3(-) (aq) ?",11,MILLER,6221,1985,"this isosbestic disagrees with the other authors"
370.0,0,NULL,NULL,NULL,"isosb. I2/I3(-) (aq) ?",66,MILLER,6221,1985,"this isosbestic disagrees with the other authors"
371.0,NULL,NULL,519.00,50,"max. band II",241,Arakaki,5460,1999,"in pH 1.1 adjusted with H2SO4, I = 0.09 M"
371.0,NULL,NULL,488.00,NULL,NULL,105,"Cooper, Margerum",2067,1993,"citing Wang,3777(1994); values ​​differ"
371.0,NULL,NULL,185.00,NULL,NULL,102,"Cooper, Margerum",2067,1993,"citing Wang,3777(1994); values ​​differ"
372.0,0,0.0,7414.00,NULL,"max. band II",241,GRAEDEL,5466,1981,"quoted by Riordan,6539(2005)"
372.0,26882,0.0,6052.00,60,"max. band II",241,RIORDAN,6539,2005,"one of the maximum 10, value determined by the author"
372.0,0,0.0,4325.00,NULL,"max. band II",241,FISCHER,5467,1996,"quoted by Riordan,6539(2005)"
372.0,NULL,NULL,520.00,NULL,"max. band II",241,"GOMES & DOUGLAS FRANCO",5436,1993,NULL
372.0,NULL,NULL,304.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
372.0,NULL,NULL,287.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
372.0,NULL,NULL,60.00,NULL,max.,47,WOLFENDEN,2002,1957,"cit.p/Kumar, 1999(1986)"
372.6,NULL,NULL,NULL,NULL,NULL,352,PORTER,5439,1951,"photographic plate"
373.4,NULL,NULL,867.00,NULL,NULL,489,AICKIN,1452,1939,NULL
373.4,NULL,NULL,227.00,NULL,NULL,490,AICKIN,1452,1939,NULL
373.4,NULL,NULL,184.00,NULL,NULL,491,AICKIN,1452,1939,NULL
373.4,NULL,NULL,144.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
373.4,NULL,NULL,105.00,NULL,NULL,456,AICKIN,1452,1939,NULL
373.4,NULL,NULL,100.00,NULL,NULL,457,AICKIN,1452,1939,NULL
374.0,NULL,NULL,281.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
374.0,NULL,NULL,264.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
375.0,NULL,NULL,590000.00,NULL,NULL,28,GILLAM,897,1933,NULL
375.0,NULL,NULL,1500.00,NULL,"isosb. 5HOI/2I2,IO3- pH 4",48,PAQUETTE,684,1985,"Figure 4a"
375.0,NULL,NULL,1500.00,NULL,"isosb. 5HOI/2I2,IO3- (aq)",11,PAQUETTE,684,1985,NULL
375.0,NULL,NULL,1500.00,NULL,"isosb. 5HOI/2I2,IO3- (at pH 4)",75,PAQUETTE,684,1985,"Figure 4a"
375.0,NULL,NULL,580.00,NULL,max.,28,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
375.0,NULL,NULL,370.00,NULL,NULL,13,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
375.0,NULL,NULL,360.00,NULL,NULL,353,GILLAM,897,1933,"cit.p/Troy, 1163(1991)"
375.0,NULL,NULL,137.00,NULL,NULL,146,GUTMANN,1433,1968," measuring by the figure"
375.0,NULL,NULL,25.00,NULL,"ñ max.",48,TROY,1163,1991,"reading from Paquette's figure,684(1985)"
376.0,NULL,NULL,259.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
376.0,NULL,NULL,243.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
376.4,NULL,NULL,NULL,NULL,NULL,352,PORTER,5439,1951,"photographic plate"
377.0,NULL,NULL,NULL,NULL,"isosb. HOI/I2 (here)",48,PALMER,9,1986,NULL
377.0,NULL,NULL,NULL,NULL,"isosb. HOI/I2 (here)",11,PALMER,9,1986,NULL
377.0,NULL,NULL,NULL,NULL,"isosb. HOI/I2 (here)",11,WREN,683,1986,"cit. for Palmer, 9 (1986)"
377.0,NULL,NULL,NULL,NULL,"isosb. HOI/I2 (here)",48,WREN,683,1986,"cit. for Palmer, 9 (1986)"
378.0,NULL,NULL,238.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
378.0,NULL,NULL,223.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
378.0,NULL,NULL,NULL,NULL,isob.,229,BAZSA,5975,1989,NULL
378.0,NULL,NULL,NULL,NULL,isob.,229,BAZSA,5975,1989,NULL
380.0,NULL,NULL,580000.00,NULL,NULL,28,KING,887,1968,NULL
380.0,NULL,NULL,6480.00,NULL,NULL,662,BELLUCCI,2130,1989,"by deconvolution"
380.0,NULL,NULL,940.00,NULL,NULL,661,BELLUCCI,2130,1989,"by deconvolution"
380.0,NULL,NULL,663.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
380.0,NULL,NULL,566.00,NULL,NULL,180,LISTER,699,1971,NULL
380.0,NULL,NULL,310.00,NULL,NULL,13,KING,887,1968,NULL
380.0,NULL,NULL,218.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
380.0,NULL,NULL,204.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
380.0,NULL,NULL,194.00,NULL,NULL,195,LISTER,699,1971,NULL
380.0,NULL,NULL,167.00,NULL,NULL,146,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
380.0,NULL,NULL,160.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
380.0,NULL,NULL,157.00,NULL,NULL,11,KING,887,1968,NULL
380.0,NULL,NULL,145.00,NULL,NULL,660,BELLUCCI,2130,1989,"by deconvolution"
380.0,NULL,NULL,56.60,NULL,NULL,180,LEE,710,1971,NULL
380.0,NULL,NULL,53.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
380.0,NULL,NULL,36.00,NULL,NULL,86,HART,3614,1983,NULL
380.0,NULL,NULL,27.00,NULL,NULL,105,RAPHAEL,2184,1988,"in 2M HClO4"
380.0,NULL,NULL,20.50,NULL,NULL,195,LEE,710,1971,NULL
380.0,NULL,NULL,11.00,NULL,NULL,102,RAPHAEL,2184,1988,"in 2M HClO4"
380.0,NULL,NULL,9.00,NULL,NULL,165,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
380.0,NULL,NULL,6.00,NULL,NULL,165,RAPHAEL,2184,1988,"in 2M HClO4"
380.0,NULL,NULL,NULL,NULL,NULL,623,EACHUS,3993,1968,"produced by UV in ClO2(sulfuric acid)"
380.0,NULL,NULL,NULL,NULL,NULL,352,PORTER,5439,1951,"photographic plate"
380.1,NULL,NULL,448.00,NULL,NULL,492,AICKIN,1452,1939,NULL
380.1,NULL,NULL,239.00,NULL,NULL,490,AICKIN,1452,1939,NULL
380.1,NULL,NULL,208.00,NULL,NULL,491,AICKIN,1452,1939,NULL
380.1,NULL,NULL,152.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
380.1,NULL,NULL,138.00,NULL,NULL,489,AICKIN,1452,1939,NULL
380.1,NULL,NULL,129.00,NULL,NULL,456,AICKIN,1452,1939,NULL
380.1,NULL,NULL,125.00,NULL,NULL,457,AICKIN,1452,1939,NULL
382.0,NULL,NULL,201.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
382.0,NULL,NULL,187.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
384.0,NULL,NULL,184.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
384.0,NULL,NULL,171.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
384.4,NULL,NULL,3.00,NULL,"~386 - 2 Douglas",699,PORTER,5439,1951,"photographic plate"
386.0,0,0.0,3653.00,NULL,"max. band I",241,RIORDAN,6539,2005,"value determined by the author"
386.0,NULL,NULL,313.00,NULL,"max. band I",241,"GOMES & DOUGLAS FRANCO",5436,1993,NULL
386.0,NULL,NULL,304.00,NULL,"max. band I",241,Arakaki,5460,1999,"in pH 1.1 adjusted with H2SO4, I = 0.09 M"
386.0,NULL,NULL,260.00,NULL,NULL,105,"Cooper, Margerum",2067,1993,"citing Wang,3777(1994); values ​​differ"
386.0,NULL,NULL,170.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
386.0,NULL,NULL,156.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
386.0,NULL,NULL,92.00,NULL,NULL,102,"Cooper, Margerum",2067,1993,"citing Wang,3777(1994); values ​​differ"
386.2,NULL,NULL,390.00,NULL,NULL,492,AICKIN,1452,1939,NULL
386.2,NULL,NULL,260.00,NULL,NULL,490,AICKIN,1452,1939,NULL
386.2,NULL,NULL,227.00,NULL,NULL,491,AICKIN,1452,1939,NULL
386.2,NULL,NULL,157.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
386.2,NULL,NULL,152.00,NULL,NULL,456,AICKIN,1452,1939,NULL
386.2,NULL,NULL,148.00,NULL,NULL,457,AICKIN,1452,1939,NULL
387.0,25840,0.0,NULL,NULL,"max. band I",241,RIORDAN,6539,2005,"one of the top 10 but gives the ref. wrong (gas phase)"
388.0,NULL,NULL,154.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
388.0,NULL,NULL,142.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
390.0,NULL,NULL,500000.00,NULL,NULL,28,KING,887,1968,NULL
390.0,NULL,NULL,5280.00,NULL,NULL,662,BELLUCCI,2130,1989,"by deconvolution"
390.0,NULL,NULL,1771.00,NULL,max,146,GALAL-GORCHEV,1019,1965,NULL
390.0,NULL,NULL,800.00,NULL,NULL,661,BELLUCCI,2130,1989,"by deconvolution"
390.0,NULL,NULL,613.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
390.0,NULL,NULL,346.00,NULL,NULL,13,KING,887,1968,NULL
390.0,NULL,NULL,346.00,NULL,NULL,13,"CHINAKE & SIMOYI",4123,1998,"reassessing Gillam, 897 (1933)"
390.0,NULL,NULL,182.00,NULL,NULL,660,BELLUCCI,2130,1989,"by deconvolution"
390.0,NULL,NULL,178.00,NULL,NULL,146,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
390.0,NULL,NULL,176.00,NULL,NULL,11,KING,887,1968,NULL
390.0,NULL,NULL,175.00,NULL,NULL,146,"WANG .. MARGERUM",3777,1994,"in HClO4 1.0 M"
390.0,NULL,NULL,172.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
390.0,NULL,NULL,161.00,NULL,max.,146,"CHINAKE & SIMOYI",4123,1998,"? onde tirou pois cita ref.errada"
390.0,NULL,NULL,141.00,NULL,max.,146,GUTMAN,1433,1968,NULL
390.0,NULL,NULL,141.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
390.0,NULL,NULL,130.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
390.0,NULL,NULL,41.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
390.0,NULL,NULL,30.00,NULL,NULL,146,"LAROQHE (E77)",0,1990,NULL
390.0,NULL,NULL,14.00,NULL,NULL,105,RAPHAEL,2184,1988,"in 2M HClO4"
390.0,NULL,NULL,7.00,NULL,NULL,102,RAPHAEL,2184,1988,"in 2M HClO4"
390.0,NULL,NULL,6.00,NULL,NULL,165,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
390.0,NULL,NULL,4.00,NULL,NULL,165,RAPHAEL,2184,1988,"in 2M HClO4"
390.0,NULL,NULL,NULL,NULL,max.,146,KERENSKAYA,5902,2006,"bromine clathrate"
392.0,NULL,NULL,175.00,NULL,max.,146,SOULARD,686,1981,NULL
392.0,NULL,NULL,132.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
392.0,NULL,NULL,119.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
393.0,NULL,NULL,364.00,NULL,NULL,492,AICKIN,1452,1939,NULL
393.0,NULL,NULL,246.00,NULL,NULL,491,AICKIN,1452,1939,NULL
393.0,NULL,NULL,172.00,NULL,NULL,457,AICKIN,1452,1939,NULL
393.0,NULL,NULL,169.00,NULL,NULL,456,AICKIN,1452,1939,NULL
393.0,NULL,NULL,164.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
393.0,NULL,NULL,164.00,NULL,max.,146,CARTER,3014,1952,"cit.p/Rábai, 2986(1981)"
393.0,NULL,NULL,158.00,NULL,NULL,489,AICKIN,1452,1939,NULL
394.0,NULL,NULL,119.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
394.0,NULL,NULL,109.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
395.0,NULL,NULL,15600.00,3000,max.,321,"GROSSWEINER e MATHESON",3587,1957,"flash photolysis"
395.0,NULL,NULL,180.00,NULL,NULL,146,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
396.0,NULL,NULL,533000.00,NULL,NULL,152,KSHIRSAGAR,89,1988,"in 1M H2SO4"
396.0,NULL,NULL,167.00,NULL,NULL,146,KSHIRSAGAR,89,1988,"in 1M H2SO4"
396.0,NULL,NULL,111.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
396.0,NULL,NULL,99.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
396.9,NULL,NULL,353.00,NULL,NULL,492,AICKIN,1452,1939,NULL
396.9,NULL,NULL,280.00,NULL,NULL,490,AICKIN,1452,1939,NULL
396.9,NULL,NULL,260.00,NULL,NULL,491,AICKIN,1452,1939,NULL
396.9,NULL,NULL,189.00,NULL,NULL,489,AICKIN,1452,1939,NULL
396.9,NULL,NULL,185.00,NULL,NULL,456,AICKIN,1452,1939,NULL
396.9,NULL,NULL,184.00,NULL,NULL,457,AICKIN,1452,1939,NULL
396.9,NULL,NULL,156.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
398.0,NULL,NULL,103.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
398.0,NULL,NULL,91.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
400.0,NULL,NULL,378000.00,NULL,NULL,28,KING,887,1968,NULL
400.0,NULL,NULL,6383.00,NULL,NULL,66,"Faria - André 14/5/2002",0,2002,"see triiodide worksheet.123"
400.0,NULL,NULL,5715.00,NULL,"not a max.",245,BARANYI,5893,2016,NULL
400.0,NULL,NULL,3400.00,NULL,NULL,662,BELLUCCI,2130,1989,"by deconvolution"
400.0,NULL,NULL,680.00,NULL,NULL,661,BELLUCCI,2130,1989,"by deconvolution"
400.0,NULL,NULL,607.00,NULL,NULL,245,"LAROQHE, com base em 1250",0,2008,"using my spectrum and 1250 for 358 nm"
400.0,0,NULL,607.00,NULL,NULL,245,SANT'ANNA,5806,2012,"chlorate-chloride kinetics"
400.0,NULL,NULL,496.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
400.0,NULL,NULL,370.00,NULL,max.,13,KING,887,1968,NULL
400.0,NULL,NULL,245.00,NULL,NULL,11,KING,887,1968,NULL
400.0,NULL,NULL,178.00,NULL,NULL,146,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
400.0,NULL,NULL,172.00,NULL,NULL,146,FÖRSTERLING,740,1980,NULL
400.0,NULL,NULL,172.00,NULL,NULL,146,LAMBERZ,1008,1979,"cit.p/Ariese,976(1986)"
400.0,NULL,NULL,172.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
400.0,NULL,NULL,172.00,NULL,NULL,146,SIRIMUNGKALA,3673,1999,NULL
400.0,NULL,NULL,130.00,NULL,NULL,146,GUTMANN,1433,1968," measuring by the figure"
400.0,NULL,NULL,94.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1e-3"
400.0,NULL,NULL,84.00,NULL,NULL,195,LAROQHE,0,1991,"in NaOH, [bromite] = 1.8e-2 M"
400.0,NULL,NULL,47.00,NULL,NULL,86,HART,3614,1983,NULL
400.0,NULL,NULL,40.00,NULL,NULL,165,SIRIMUNGKALA,3673,1999,NULL
400.0,NULL,NULL,32.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
400.0,NULL,NULL,8.00,NULL,NULL,105,RAPHAEL,2184,1988,"in 2M HClO4"
400.0,0,NULL,8.00,NULL,NULL,105,SANT'ANNA,5806,2012,"chlorate-chloride kinetics"
400.0,NULL,NULL,5.00,NULL,NULL,165,BETTS,839,1951,"in HClO4 1.66 M, from the graph"
400.0,NULL,NULL,4.00,NULL,NULL,102,RAPHAEL,2184,1988,"in 2M HClO4"
400.0,0,NULL,4.00,NULL,NULL,102,SANT'ANNA,5806,2012,"chlorate-chloride kinetics"
400.0,NULL,NULL,2.00,NULL,NULL,165,RAPHAEL,2184,1988,"in 2M HClO4"
401.0,NULL,NULL,800.00,NULL,NULL,155,"FIELD e FORSTERLING",104,1986,NULL
401.0,NULL,NULL,306.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
401.0,NULL,NULL,172.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
402.3,NULL,NULL,354.00,NULL,NULL,492,AICKIN,1452,1939,NULL
402.3,NULL,NULL,294.00,NULL,NULL,490,AICKIN,1452,1939,NULL
402.3,NULL,NULL,201.00,NULL,NULL,489,AICKIN,1452,1939,NULL
402.3,NULL,NULL,200.00,NULL,NULL,456,AICKIN,1452,1939,NULL
402.3,NULL,NULL,196.00,NULL,NULL,457,AICKIN,1452,1939,NULL
402.3,NULL,NULL,153.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
404.7,NULL,NULL,11700.00,3500,NULL,321,"GROSSWEINER e MATHESON",3587,1957,"flash photolysis"
404.9,24700,NULL,NULL,NULL,max.,741,"COTTON e WILKINSON",910,1980,"pg. 730"
406.3,NULL,NULL,302.00,NULL,NULL,490,AICKIN,1452,1939,NULL
406.3,NULL,NULL,262.00,NULL,NULL,491,AICKIN,1452,1939,NULL
406.3,NULL,NULL,207.00,NULL,NULL,489,AICKIN,1452,1939,NULL
406.3,NULL,NULL,206.00,NULL,NULL,457,AICKIN,1452,1939,NULL
406.3,NULL,NULL,203.00,NULL,NULL,456,AICKIN,1452,1939,NULL
406.3,NULL,NULL,147.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
410.0,NULL,NULL,250000.00,NULL,NULL,28,KING,887,1968,NULL
410.0,NULL,NULL,2400.00,NULL,NULL,662,BELLUCCI,2130,1989,"by deconvolution"
410.0,NULL,NULL,535.00,NULL,NULL,661,BELLUCCI,2130,1989,"by deconvolution"
410.0,NULL,NULL,396.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
410.0,NULL,NULL,360.00,NULL,NULL,13,KING,887,1968,NULL
410.0,NULL,NULL,341.00,NULL,"isosb. I2+BrO3(-)/IBr+IO3(-)",11,KING,887,1968,NULL
410.0,NULL,NULL,211.00,NULL,NULL,660,BELLUCCI,2130,1989,"by deconvolution"
410.0,NULL,NULL,162.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
410.0,NULL,NULL,24.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
410.0,NULL,NULL,NULL,NULL,"isosb. I2+BrO3(-)/IBr+IO3(-) (aq)",166,KING,887,1968,NULL
410.0,NULL,NULL,NULL,NULL,"isosb. I2+BrO3(-)/IBr+IO3(-) (aq)",13,KING,887,1968,NULL
410.0,NULL,NULL,NULL,NULL,"isosb. I2+BrO3(-)/IBr+IO3(-) (aq)",75,KING,887,1968,NULL
410.0,NULL,NULL,NULL,NULL,NULL,672,ROTH,4580,2004,"1(1B1) <- X(1A1); 10a1 <- 3b1"
410.4,NULL,NULL,263.00,NULL,NULL,491,AICKIN,1452,1939,NULL
414.4,NULL,NULL,358.00,NULL,NULL,492,AICKIN,1452,1939,NULL
414.4,NULL,NULL,309.00,NULL,NULL,490,AICKIN,1452,1939,NULL
414.4,NULL,NULL,261.00,NULL,NULL,491,AICKIN,1452,1939,NULL
414.4,NULL,NULL,203.00,NULL,NULL,457,AICKIN,1452,1939,NULL
414.4,NULL,NULL,193.00,NULL,NULL,456,AICKIN,1452,1939,NULL
414.4,NULL,NULL,139.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
415.0,NULL,NULL,150.00,NULL,max,456,GALAL-GORCHEV,1019,1965,NULL
415.0,NULL,NULL,150.00,NULL,max,457,GALAL-GORCHEV,1019,1965,NULL
417.8,NULL,NULL,351.00,NULL,NULL,492,AICKIN,1452,1939,NULL
417.8,NULL,NULL,258.00,NULL,NULL,491,AICKIN,1452,1939,NULL
417.8,NULL,NULL,192.00,NULL,NULL,457,AICKIN,1452,1939,NULL
417.8,NULL,NULL,182.00,NULL,NULL,456,AICKIN,1452,1939,NULL
417.8,NULL,NULL,136.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
420.0,NULL,NULL,179000.00,NULL,NULL,28,KING,887,1968,NULL
420.0,NULL,NULL,29900.00,NULL,NULL,198,PEREZ-BENITO,722,1990,NULL
420.0,NULL,NULL,1400.00,NULL,NULL,662,BELLUCCI,2130,1989,"by deconvolution"
420.0,NULL,NULL,450.00,NULL,NULL,11,KING,887,1968,NULL
420.0,NULL,NULL,400.00,NULL,NULL,661,BELLUCCI,2130,1989,"by deconvolution"
420.0,NULL,NULL,338.00,NULL,NULL,13,KING,887,1968,NULL
420.0,NULL,NULL,282.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
420.0,NULL,NULL,204.00,NULL,NULL,660,BELLUCCI,2130,1989,"by deconvolution"
420.0,NULL,NULL,162.00,NULL,NULL,146,NAGY,6654,1991,"in 4M HClO4"
420.0,NULL,NULL,149.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
420.0,NULL,NULL,18.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
422.6,NULL,NULL,336.00,NULL,NULL,492,AICKIN,1452,1939,NULL
422.6,NULL,NULL,299.00,NULL,NULL,490,AICKIN,1452,1939,NULL
422.6,NULL,NULL,258.00,NULL,NULL,491,AICKIN,1452,1939,NULL
422.6,NULL,NULL,212.00,NULL,NULL,489,AICKIN,1452,1939,NULL
422.6,NULL,NULL,189.00,NULL,NULL,457,AICKIN,1452,1939,NULL
422.6,NULL,NULL,181.00,NULL,NULL,456,AICKIN,1452,1939,NULL
422.6,NULL,NULL,133.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
425.0,NULL,NULL,855.00,NULL,NULL,146,GUTMANN,1433,1968," measuring by the figure"
427.5,NULL,NULL,326.00,NULL,NULL,492,AICKIN,1452,1939,NULL
427.5,NULL,NULL,278.00,NULL,NULL,490,AICKIN,1452,1939,NULL
427.5,NULL,NULL,250.00,NULL,NULL,491,AICKIN,1452,1939,NULL
427.5,NULL,NULL,180.00,NULL,NULL,457,AICKIN,1452,1939,NULL
427.5,NULL,NULL,176.00,NULL,NULL,456,AICKIN,1452,1939,NULL
427.5,NULL,NULL,128.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
428.0,NULL,NULL,3000.00,NULL,NULL,78,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
428.0,NULL,NULL,2500.00,NULL,NULL,66,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
428.0,NULL,NULL,530.00,NULL,NULL,11,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
428.0,NULL,NULL,140.00,NULL,NULL,28,TROY,1163,1991,"25.0 C, Perkin-Elmer 320"
430.0,NULL,NULL,8020.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
430.0,NULL,NULL,1874.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
430.0,NULL,NULL,206.00,NULL,NULL,152,RAPHAEL,2184,1988,"in 2M HClO4"
430.0,NULL,NULL,136.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
430.0,NULL,NULL,13.00,NULL,NULL,151,RAPHAEL,2184,1988,"in 2M HClO4"
430.0,NULL,NULL,NULL,NULL,NULL,655,SEHESTED,4161,1982,"quoted by Kläning,4147(1984)"
430.0,0,NULL,NULL,NULL,NULL,655,BARAT,3872,1972,"flash photolysis in alkaline medium"
430.0,0,0.0,NULL,NULL,max,655,TREININ,6498,1970,"flash photolysis in alkaline medium, pH > 12"
432.6,NULL,NULL,301.00,NULL,NULL,492,AICKIN,1452,1939,NULL
432.6,NULL,NULL,265.00,NULL,NULL,490,AICKIN,1452,1939,NULL
432.6,NULL,NULL,244.00,NULL,NULL,491,AICKIN,1452,1939,NULL
432.6,NULL,NULL,194.00,NULL,NULL,489,AICKIN,1452,1939,NULL
432.6,NULL,NULL,174.00,NULL,NULL,456,AICKIN,1452,1939,NULL
432.6,NULL,NULL,171.00,NULL,NULL,457,AICKIN,1452,1939,NULL
432.6,NULL,NULL,122.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
433.0,NULL,NULL,NULL,NULL,NULL,155,MURANYI,1004,1990,NULL
